timestamp,rms_g,curtose,fator_crista,alerta
12:32:49,0.12288,16.9896,8.1685,1
12:32:50,0.12434,19.7955,8.3753,1
12:32:52,0.12325,21.3222,8.0127,1
12:32:54,0.12259,20.6967,9.0031,1
12:32:56,0.12194,18.5291,7.9491,1
12:32:58,0.12031,20.5210,8.3468,1
12:32:59,0.11984,20.9903,9.1270,1
12:33:01,0.12241,20.6795,8.6884,1
12:33:03,0.12293,21.0721,8.8254,1
12:33:05,0.11785,25.7359,9.8215,1
12:33:07,0.10946,33.2805,10.2711,1
12:33:08,0.10538,35.7590,10.8445,1
12:33:11,0.10612,32.8211,10.3447,1
12:33:12,0.10623,33.5458,10.3044,1
12:33:14,0.10523,33.6157,10.6464,1
12:33:16,0.12164,27.1112,8.8723,1
12:33:18,0.12758,23.5082,8.4940,1
12:33:20,0.11976,20.4054,8.7623,1
12:33:23,0.11885,21.5315,8.7502,1
12:33:24,0.12017,21.6298,9.2518,1
12:33:26,0.11993,21.6388,9.2966,1
12:33:29,0.11371,28.1932,9.7790,1
12:33:30,0.11372,28.3852,9.8155,1
12:33:32,0.11712,20.8471,8.8884,1
12:33:34,0.12175,23.1779,9.4289,1
12:33:36,0.11471,22.6675,9.4564,1
12:33:38,0.10924,31.5837,9.8986,1
12:34:44,0.10546,33.5717,9.5784,1
12:34:44,0.11142,29.4008,9.9701,1
12:34:44,0.11725,22.5525,9.1856,1
12:34:44,0.12481,19.8173,8.8958,1
12:34:44,0.12589,17.7275,8.4863,1
12:34:46,0.11968,20.0918,8.3341,1
12:34:48,0.11617,27.9553,9.8349,1
12:34:50,0.10939,29.8074,9.5518,1
12:34:52,0.11979,22.2435,9.1100,1
12:34:54,0.17289,11.5831,6.1675,1
12:34:57,0.16445,11.6526,6.2762,1
12:34:59,0.11074,17.7594,7.4864,1
12:35:00,0.11287,26.4314,9.5956,1
12:35:02,0.12244,24.0094,10.0785,1
12:35:04,0.12418,18.1177,8.3567,1
12:35:06,0.13320,13.9650,7.4496,1
12:35:07,0.14038,12.5706,6.9997,1
12:35:09,0.12991,16.4791,8.4589,1
